Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
Overtime,-0.409,Reduces Risk,1463,5,0,0,0.02648404479877929,47366.18,Medium
Laboratory Technician,1.794,Increases Risk,426,1,0,0,0.018390700903709638,8487.68,Low
Single,0.883,Increases Risk,426,2,0,0,0.018390700903709638,8487.68,Low
YearsSinceLastPromotion,0.651,Increases Risk,426,3,0,0,0.018390700903709638,8487.68,Low
YearsAtCompany,0.489,Increases Risk,426,4,0,0,0.018390700903709638,8487.68,Low
WorkLifeBalance,0.221,Increases Risk,426,5,0,0,0.018390700903709638,8487.68,Low
Travels Rarely,-0.622,Reduces Risk,426,1,0,0,0.018390700903709638,8487.68,Low
NumCompaniesWorked,-0.524,Reduces Risk,426,2,0,0,0.018390700903709638,8487.68,Low
YearsInCurrentRole,-0.513,Reduces Risk,426,3,0,0,0.018390700903709638,8487.68,Low
JobSatisfaction,-0.51,Reduces Risk,426,4,0,0,0.018390700903709638,8487.68,Low
Travels Frequently,-0.49,Reduces Risk,426,5,0,0,0.018390700903709638,8487.68,Low
Single,0.883,Increases Risk,358,1,0,0,0.011348371747541414,13590.13,Low
YearsInCurrentRole,0.73,Increases Risk,358,2,0,0,0.011348371747541414,13590.13,Low
Sales Executive,0.696,Increases Risk,358,3,0,0,0.011348371747541414,13590.13,Low
YearsWithCurrManager,0.503,Increases Risk,358,4,0,0,0.011348371747541414,13590.13,Low
Sales Department,0.404,Increases Risk,358,5,0,0,0.011348371747541414,13590.13,Low
Travels Rarely,-0.622,Reduces Risk,358,1,0,0,0.011348371747541414,13590.13,Low
YearsAtCompany,-0.609,Reduces Risk,358,2,0,0,0.011348371747541414,13590.13,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,358,3,0,0,0.011348371747541414,13590.13,Low
TrainingTimesLastYear,-0.523,Reduces Risk,358,4,0,0,0.011348371747541414,13590.13,Low
JobSatisfaction,-0.51,Reduces Risk,358,5,0,0,0.011348371747541414,13590.13,Low
YearsSinceLastPromotion,1.454,Increases Risk,978,1,0,0,0.0023094740873599784,2650.95,Low
YearsAtCompany,0.598,Increases Risk,978,2,0,0,0.0023094740873599784,2650.95,Low
NumCompaniesWorked,0.495,Increases Risk,978,3,0,0,0.0023094740873599784,2650.95,Low
TrainingTimesLastYear,0.434,Increases Risk,978,4,0,0,0.0023094740873599784,2650.95,Low
Travels Rarely,0.35,Increases Risk,978,5,0,0,0.0023094740873599784,2650.95,Low
YearsInCurrentRole,-1.223,Reduces Risk,978,1,0,0,0.0023094740873599784,2650.95,Low
JobInvolvement,-0.61,Reduces Risk,978,2,0,0,0.0023094740873599784,2650.95,Low
YearsWithCurrManager,-0.547,Reduces Risk,978,3,0,0,0.0023094740873599784,2650.95,Low
Travels Frequently,-0.49,Reduces Risk,978,4,0,0,0.0023094740873599784,2650.95,Low
Single,-0.475,Reduces Risk,978,5,0,0,0.0023094740873599784,2650.95,Low
Human Resources,1.787,Increases Risk,310,1,0,1,0.5416911745543911,625003.28,High
JobSatisfaction,0.676,Increases Risk,310,2,0,1,0.5416911745543911,625003.28,High
EnvironmentSatisfaction,0.55,Increases Risk,310,3,0,1,0.5416911745543911,625003.28,High
YearsWithCurrManager,0.503,Increases Risk,310,4,0,1,0.5416911745543911,625003.28,High
YearsInCurrentRole,0.375,Increases Risk,310,5,0,1,0.5416911745543911,625003.28,High
YearsAtCompany,-0.5,Reduces Risk,310,1,0,1,0.5416911745543911,625003.28,High
Travels Frequently,-0.49,Reduces Risk,310,2,0,1,0.5416911745543911,625003.28,High
Single,-0.475,Reduces Risk,310,3,0,1,0.5416911745543911,625003.28,High
Overtime,-0.409,Reduces Risk,310,4,0,1,0.5416911745543911,625003.28,High
DistanceFromHome,-0.297,Reduces Risk,310,5,0,1,0.5416911745543911,625003.28,High
Travels Rarely,0.35,Increases Risk,1054,1,0,0,0.00042794235155245864,806.19,Low
JobSatisfaction,0.281,Increases Risk,1054,2,0,0,0.00042794235155245864,806.19,Low
Medical,0.21,Increases Risk,1054,3,0,0,0.00042794235155245864,806.19,Low
EstimatedMonthlySalary,0.195,Increases Risk,1054,4,0,0,0.00042794235155245864,806.19,Low
YearsAtCompany,0.159,Increases Risk,1054,5,0,0,0.00042794235155245864,806.19,Low
TotalWorkingYears,-1.101,Reduces Risk,1054,1,0,0,0.00042794235155245864,806.19,Low
YearsInCurrentRole,-0.513,Reduces Risk,1054,2,0,0,0.00042794235155245864,806.19,Low
Travels Frequently,-0.49,Reduces Risk,1054,3,0,0,0.00042794235155245864,806.19,Low
Single,-0.475,Reduces Risk,1054,4,0,0,0.00042794235155245864,806.19,Low
YearsWithCurrManager,-0.416,Reduces Risk,1054,5,0,0,0.00042794235155245864,806.19,Low
Laboratory Technician,1.794,Increases Risk,99,1,0,0,0.04013836986713818,14753.26,Low
DistanceFromHome,0.576,Increases Risk,99,2,0,0,0.04013836986713818,14753.26,Low
YearsInCurrentRole,0.375,Increases Risk,99,3,0,0,0.04013836986713818,14753.26,Low
NumCompaniesWorked,0.291,Increases Risk,99,4,0,0,0.04013836986713818,14753.26,Low
JobSatisfaction,0.281,Increases Risk,99,5,0,0,0.04013836986713818,14753.26,Low
Travels Rarely,-0.622,Reduces Risk,99,1,0,0,0.04013836986713818,14753.26,Low
WorkLifeBalance,-0.515,Reduces Risk,99,2,0,0,0.04013836986713818,14753.26,Low
Travels Frequently,-0.49,Reduces Risk,99,3,0,0,0.04013836986713818,14753.26,Low
Single,-0.475,Reduces Risk,99,4,0,0,0.04013836986713818,14753.26,Low
Overtime,-0.409,Reduces Risk,99,5,0,0,0.04013836986713818,14753.26,Low
Laboratory Technician,1.794,Increases Risk,479,1,1,1,0.5244706632654926,272452.02,High
Overtime,1.744,Increases Risk,479,2,1,1,0.5244706632654926,272452.02,High
Travels Frequently,1.326,Increases Risk,479,3,1,1,0.5244706632654926,272452.02,High
EnvironmentSatisfaction,0.55,Increases Risk,479,4,1,1,0.5244706632654926,272452.02,High
Age,0.311,Increases Risk,479,5,1,1,0.5244706632654926,272452.02,High
Travels Rarely,-0.622,Reduces Risk,479,1,1,1,0.5244706632654926,272452.02,High
Single,-0.475,Reduces Risk,479,2,1,1,0.5244706632654926,272452.02,High
Life Sciences,-0.373,Reduces Risk,479,3,1,1,0.5244706632654926,272452.02,High
NumCompaniesWorked,-0.32,Reduces Risk,479,4,1,1,0.5244706632654926,272452.02,High
Male,-0.296,Reduces Risk,479,5,1,1,0.5244706632654926,272452.02,High
Overtime,1.744,Increases Risk,275,1,0,0,0.0032486964257207726,7954.56,Low
EnvironmentSatisfaction,0.55,Increases Risk,275,2,0,0,0.0032486964257207726,7954.56,Low
YearsInCurrentRole,0.375,Increases Risk,275,3,0,0,0.0032486964257207726,7954.56,Low
EstimatedMonthlySalary,0.323,Increases Risk,275,4,0,0,0.0032486964257207726,7954.56,Low
RelationshipSatisfaction,0.267,Increases Risk,275,5,0,0,0.0032486964257207726,7954.56,Low
JobRole_Research Director,-1.125,Reduces Risk,275,1,0,0,0.0032486964257207726,7954.56,Low
Travels Rarely,-0.622,Reduces Risk,275,2,0,0,0.0032486964257207726,7954.56,Low
JobSatisfaction,-0.51,Reduces Risk,275,3,0,0,0.0032486964257207726,7954.56,Low
Travels Frequently,-0.49,Reduces Risk,275,4,0,0,0.0032486964257207726,7954.56,Low
Single,-0.475,Reduces Risk,275,5,0,0,0.0032486964257207726,7954.56,Low
Travels Frequently,1.326,Increases Risk,1057,1,1,1,0.918961680088295,953606.54,High
Single,0.883,Increases Risk,1057,2,1,1,0.918961680088295,953606.54,High
Sales Executive,0.696,Increases Risk,1057,3,1,1,0.918961680088295,953606.54,High
WorkLifeBalance,0.589,Increases Risk,1057,4,1,1,0.918961680088295,953606.54,High
EnvironmentSatisfaction,0.55,Increases Risk,1057,5,1,1,0.918961680088295,953606.54,High
Travels Rarely,-0.622,Reduces Risk,1057,1,1,1,0.918961680088295,953606.54,High
Overtime,-0.409,Reduces Risk,1057,2,1,1,0.918961680088295,953606.54,High
YearsSinceLastPromotion,-0.313,Reduces Risk,1057,3,1,1,0.918961680088295,953606.54,High
Male,-0.296,Reduces Risk,1057,4,1,1,0.918961680088295,953606.54,High
Laboratory Technician,-0.268,Reduces Risk,1057,5,1,1,0.918961680088295,953606.54,High
Travels Frequently,1.326,Increases Risk,1418,1,0,0,0.15530188929620137,148745.04,High
YearsSinceLastPromotion,0.812,Increases Risk,1418,2,0,0,0.15530188929620137,148745.04,High
EnvironmentSatisfaction,0.55,Increases Risk,1418,3,0,0,0.15530188929620137,148745.04,High
Manufacturing Director,0.541,Increases Risk,1418,4,0,0,0.15530188929620137,148745.04,High
JobInvolvement,0.343,Increases Risk,1418,5,0,0,0.15530188929620137,148745.04,High
Travels Rarely,-0.622,Reduces Risk,1418,1,0,0,0.15530188929620137,148745.04,High
Single,-0.475,Reduces Risk,1418,2,0,0,0.15530188929620137,148745.04,High
YearsWithCurrManager,-0.416,Reduces Risk,1418,3,0,0,0.15530188929620137,148745.04,High
Overtime,-0.409,Reduces Risk,1418,4,0,0,0.15530188929620137,148745.04,High
Life Sciences,-0.373,Reduces Risk,1418,5,0,0,0.15530188929620137,148745.04,High
Overtime,1.744,Increases Risk,889,1,0,0,0.3647777982115878,146750.11,High
Research Scientist,0.75,Increases Risk,889,2,0,0,0.3647777982115878,146750.11,High
JobSatisfaction,0.676,Increases Risk,889,3,0,0,0.3647777982115878,146750.11,High
YearsSinceLastPromotion,0.651,Increases Risk,889,4,0,0,0.3647777982115878,146750.11,High
EnvironmentSatisfaction,0.55,Increases Risk,889,5,0,0,0.3647777982115878,146750.11,High
YearsWithCurrManager,-0.547,Reduces Risk,889,1,0,0,0.3647777982115878,146750.11,High
YearsInCurrentRole,-0.513,Reduces Risk,889,2,0,0,0.3647777982115878,146750.11,High
Travels Frequently,-0.49,Reduces Risk,889,3,0,0,0.3647777982115878,146750.11,High
Single,-0.475,Reduces Risk,889,4,0,0,0.3647777982115878,146750.11,High
Life Sciences,-0.373,Reduces Risk,889,5,0,0,0.3647777982115878,146750.11,High
NumCompaniesWorked,0.903,Increases Risk,1013,1,0,0,0.052486794387191955,45150.19,Medium
Sales Executive,0.696,Increases Risk,1013,2,0,0,0.052486794387191955,45150.19,Medium
JobSatisfaction,0.676,Increases Risk,1013,3,0,0,0.052486794387191955,45150.19,Medium
Sales Department,0.404,Increases Risk,1013,4,0,0,0.052486794387191955,45150.19,Medium
YearsInCurrentRole,0.375,Increases Risk,1013,5,0,0,0.052486794387191955,45150.19,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,1013,1,0,0,0.052486794387191955,45150.19,Medium
Travels Frequently,-0.49,Reduces Risk,1013,2,0,0,0.052486794387191955,45150.19,Medium
Single,-0.475,Reduces Risk,1013,3,0,0,0.052486794387191955,45150.19,Medium
Overtime,-0.409,Reduces Risk,1013,4,0,0,0.052486794387191955,45150.19,Medium
YearsAtCompany,-0.39,Reduces Risk,1013,5,0,0,0.052486794387191955,45150.19,Medium
Research Scientist,0.75,Increases Risk,1101,1,0,0,0.03631326116964953,38420.88,Medium
YearsInCurrentRole,0.552,Increases Risk,1101,2,0,0,0.03631326116964953,38420.88,Medium
Travels Rarely,0.35,Increases Risk,1101,3,0,0,0.03631326116964953,38420.88,Medium
JobInvolvement,0.343,Increases Risk,1101,4,0,0,0.03631326116964953,38420.88,Medium
JobSatisfaction,0.281,Increases Risk,1101,5,0,0,0.03631326116964953,38420.88,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,1101,1,0,0,0.03631326116964953,38420.88,Medium
Travels Frequently,-0.49,Reduces Risk,1101,2,0,0,0.03631326116964953,38420.88,Medium
Single,-0.475,Reduces Risk,1101,3,0,0,0.03631326116964953,38420.88,Medium
Overtime,-0.409,Reduces Risk,1101,4,0,0,0.03631326116964953,38420.88,Medium
Life Sciences,-0.373,Reduces Risk,1101,5,0,0,0.03631326116964953,38420.88,Medium
Overtime,1.744,Increases Risk,888,1,0,0,0.08999184095385636,168092.16,High
YearsAtCompany,0.708,Increases Risk,888,2,0,0,0.08999184095385636,168092.16,High
Sales Executive,0.696,Increases Risk,888,3,0,0,0.08999184095385636,168092.16,High
Sales Department,0.404,Increases Risk,888,4,0,0,0.08999184095385636,168092.16,High
YearsInCurrentRole,0.375,Increases Risk,888,5,0,0,0.08999184095385636,168092.16,High
YearsWithCurrManager,-1.073,Reduces Risk,888,1,0,0,0.08999184095385636,168092.16,High
Travels Rarely,-0.622,Reduces Risk,888,2,0,0,0.08999184095385636,168092.16,High
TrainingTimesLastYear,-0.523,Reduces Risk,888,3,0,0,0.08999184095385636,168092.16,High
JobSatisfaction,-0.51,Reduces Risk,888,4,0,0,0.08999184095385636,168092.16,High
Travels Frequently,-0.49,Reduces Risk,888,5,0,0,0.08999184095385636,168092.16,High
Single,0.883,Increases Risk,712,1,0,0,0.05551768372396556,34496.47,Medium
Research Scientist,0.75,Increases Risk,712,2,0,0,0.05551768372396556,34496.47,Medium
YearsInCurrentRole,0.375,Increases Risk,712,3,0,0,0.05551768372396556,34496.47,Medium
Travels Rarely,0.35,Increases Risk,712,4,0,0,0.05551768372396556,34496.47,Medium
TotalWorkingYears,0.32,Increases Risk,712,5,0,0,0.05551768372396556,34496.47,Medium
JobSatisfaction,-0.51,Reduces Risk,712,1,0,0,0.05551768372396556,34496.47,Medium
Travels Frequently,-0.49,Reduces Risk,712,2,0,0,0.05551768372396556,34496.47,Medium
Overtime,-0.409,Reduces Risk,712,3,0,0,0.05551768372396556,34496.47,Medium
YearsAtCompany,-0.39,Reduces Risk,712,4,0,0,0.05551768372396556,34496.47,Medium
Life Sciences,-0.373,Reduces Risk,712,5,0,0,0.05551768372396556,34496.47,Medium
Laboratory Technician,1.794,Increases Risk,601,1,0,1,0.678769220744745,622377.07,High
Travels Frequently,1.326,Increases Risk,601,2,0,1,0.678769220744745,622377.07,High
Single,0.883,Increases Risk,601,3,0,1,0.678769220744745,622377.07,High
YearsInCurrentRole,0.73,Increases Risk,601,4,0,1,0.678769220744745,622377.07,High
NumCompaniesWorked,0.699,Increases Risk,601,5,0,1,0.678769220744745,622377.07,High
Travels Rarely,-0.622,Reduces Risk,601,1,0,1,0.678769220744745,622377.07,High
YearsAtCompany,-0.609,Reduces Risk,601,2,0,1,0.678769220744745,622377.07,High
TrainingTimesLastYear,-0.523,Reduces Risk,601,3,0,1,0.678769220744745,622377.07,High
Overtime,-0.409,Reduces Risk,601,4,0,1,0.678769220744745,622377.07,High
Medical,-0.343,Reduces Risk,601,5,0,1,0.678769220744745,622377.07,High
Sales Executive,0.696,Increases Risk,482,1,1,0,0.17050087717691337,129911.44,Medium
JobSatisfaction,0.676,Increases Risk,482,2,1,0,0.17050087717691337,129911.44,Medium
WorkLifeBalance,0.589,Increases Risk,482,3,1,0,0.17050087717691337,129911.44,Medium
YearsInCurrentRole,0.552,Increases Risk,482,4,1,0,0.17050087717691337,129911.44,Medium
Sales Department,0.404,Increases Risk,482,5,1,0,0.17050087717691337,129911.44,Medium
Travels Frequently,-0.49,Reduces Risk,482,1,1,0,0.17050087717691337,129911.44,Medium
Single,-0.475,Reduces Risk,482,2,1,0,0.17050087717691337,129911.44,Medium
Overtime,-0.409,Reduces Risk,482,3,1,0,0.17050087717691337,129911.44,Medium
YearsAtCompany,-0.39,Reduces Risk,482,4,1,0,0.17050087717691337,129911.44,Medium
Medical,-0.343,Reduces Risk,482,5,1,0,0.17050087717691337,129911.44,Medium
Travels Frequently,1.326,Increases Risk,936,1,0,0,0.06351717896008763,206493.08,High
Single,0.883,Increases Risk,936,2,0,0,0.06351717896008763,206493.08,High
YearsInCurrentRole,0.73,Increases Risk,936,3,0,0,0.06351717896008763,206493.08,High
DistanceFromHome,0.66,Increases Risk,936,4,0,0,0.06351717896008763,206493.08,High
EstimatedMonthlySalary,0.507,Increases Risk,936,5,0,0,0.06351717896008763,206493.08,High
YearsAtCompany,-0.719,Reduces Risk,936,1,0,0,0.06351717896008763,206493.08,High
TotalWorkingYears,-0.687,Reduces Risk,936,2,0,0,0.06351717896008763,206493.08,High
Travels Rarely,-0.622,Reduces Risk,936,3,0,0,0.06351717896008763,206493.08,High
Overtime,-0.409,Reduces Risk,936,4,0,0,0.06351717896008763,206493.08,High
Medical,-0.343,Reduces Risk,936,5,0,0,0.06351717896008763,206493.08,High
Single,0.883,Increases Risk,1384,1,0,0,0.13856749254489795,246627.97,High
YearsAtCompany,0.818,Increases Risk,1384,2,0,0,0.13856749254489795,246627.97,High
Sales Executive,0.696,Increases Risk,1384,3,0,0,0.13856749254489795,246627.97,High
EnvironmentSatisfaction,0.55,Increases Risk,1384,4,0,0,0.13856749254489795,246627.97,High
Sales Department,0.404,Increases Risk,1384,5,0,0,0.13856749254489795,246627.97,High
YearsInCurrentRole,-0.691,Reduces Risk,1384,1,0,0,0.13856749254489795,246627.97,High
JobSatisfaction,-0.51,Reduces Risk,1384,2,0,0,0.13856749254489795,246627.97,High
Travels Frequently,-0.49,Reduces Risk,1384,3,0,0,0.13856749254489795,246627.97,High
Overtime,-0.409,Reduces Risk,1384,4,0,0,0.13856749254489795,246627.97,High
DistanceFromHome,-0.339,Reduces Risk,1384,5,0,0,0.13856749254489795,246627.97,High
Laboratory Technician,1.794,Increases Risk,824,1,0,1,0.5593941865353688,430151.75,High
Single,0.883,Increases Risk,824,2,0,1,0.5593941865353688,430151.75,High
DistanceFromHome,0.826,Increases Risk,824,3,0,1,0.5593941865353688,430151.75,High
JobInvolvement,0.819,Increases Risk,824,4,0,1,0.5593941865353688,430151.75,High
YearsInCurrentRole,0.73,Increases Risk,824,5,0,1,0.5593941865353688,430151.75,High
YearsAtCompany,-0.609,Reduces Risk,824,1,0,1,0.5593941865353688,430151.75,High
JobSatisfaction,-0.51,Reduces Risk,824,2,0,1,0.5593941865353688,430151.75,High
Travels Frequently,-0.49,Reduces Risk,824,3,0,1,0.5593941865353688,430151.75,High
Overtime,-0.409,Reduces Risk,824,4,0,1,0.5593941865353688,430151.75,High
Medical,-0.343,Reduces Risk,824,5,0,1,0.5593941865353688,430151.75,High
Laboratory Technician,1.794,Increases Risk,1155,1,0,0,0.005849719772995277,3231.5,Low
YearsAtCompany,0.379,Increases Risk,1155,2,0,0,0.005849719772995277,3231.5,Low
Travels Rarely,0.35,Increases Risk,1155,3,0,0,0.005849719772995277,3231.5,Low
JobInvolvement,0.343,Increases Risk,1155,4,0,0,0.005849719772995277,3231.5,Low
Life Sciences,0.219,Increases Risk,1155,5,0,0,0.005849719772995277,3231.5,Low
YearsInCurrentRole,-0.691,Reduces Risk,1155,1,0,0,0.005849719772995277,3231.5,Low
NumCompaniesWorked,-0.524,Reduces Risk,1155,2,0,0,0.005849719772995277,3231.5,Low
Travels Frequently,-0.49,Reduces Risk,1155,3,0,0,0.005849719772995277,3231.5,Low
Single,-0.475,Reduces Risk,1155,4,0,0,0.005849719772995277,3231.5,Low
YearsWithCurrManager,-0.416,Reduces Risk,1155,5,0,0,0.005849719772995277,3231.5,Low
YearsAtCompany,0.708,Increases Risk,1441,1,0,0,0.00021127397520508871,239.81,Low
RelationshipSatisfaction,0.267,Increases Risk,1441,2,0,0,0.00021127397520508871,239.81,Low
WorkLifeBalance,0.221,Increases Risk,1441,3,0,0,0.00021127397520508871,239.81,Low
Medical,0.21,Increases Risk,1441,4,0,0,0.00021127397520508871,239.81,Low
Male,0.153,Increases Risk,1441,5,0,0,0.00021127397520508871,239.81,Low
YearsInCurrentRole,-1.401,Reduces Risk,1441,1,0,0,0.00021127397520508871,239.81,Low
YearsWithCurrManager,-0.679,Reduces Risk,1441,2,0,0,0.00021127397520508871,239.81,Low
Travels Rarely,-0.622,Reduces Risk,1441,3,0,0,0.00021127397520508871,239.81,Low
Age,-0.539,Reduces Risk,1441,4,0,0,0.00021127397520508871,239.81,Low
Travels Frequently,-0.49,Reduces Risk,1441,5,0,0,0.00021127397520508871,239.81,Low
Laboratory Technician,1.794,Increases Risk,796,1,1,0,0.1692192442632819,112425.88,Medium
Overtime,1.744,Increases Risk,796,2,1,0,0.1692192442632819,112425.88,Medium
YearsSinceLastPromotion,0.49,Increases Risk,796,3,1,0,0.1692192442632819,112425.88,Medium
Technical Degree,0.428,Increases Risk,796,4,1,0,0.1692192442632819,112425.88,Medium
Travels Rarely,0.35,Increases Risk,796,5,1,0,0.1692192442632819,112425.88,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,796,1,1,0,0.1692192442632819,112425.88,Medium
WorkLifeBalance,-0.515,Reduces Risk,796,2,1,0,0.1692192442632819,112425.88,Medium
YearsInCurrentRole,-0.513,Reduces Risk,796,3,1,0,0.1692192442632819,112425.88,Medium
JobSatisfaction,-0.51,Reduces Risk,796,4,1,0,0.1692192442632819,112425.88,Medium
Travels Frequently,-0.49,Reduces Risk,796,5,1,0,0.1692192442632819,112425.88,Medium
Overtime,1.744,Increases Risk,743,1,0,0,0.05954997164383132,147128.92,High
Single,0.883,Increases Risk,743,2,0,0,0.05954997164383132,147128.92,High
Manufacturing Director,0.541,Increases Risk,743,3,0,0,0.05954997164383132,147128.92,High
Travels Rarely,0.35,Increases Risk,743,4,0,0,0.05954997164383132,147128.92,High
JobInvolvement,0.343,Increases Risk,743,5,0,0,0.05954997164383132,147128.92,High
TotalWorkingYears,-1.161,Reduces Risk,743,1,0,0,0.05954997164383132,147128.92,High
Age,-0.619,Reduces Risk,743,2,0,0,0.05954997164383132,147128.92,High
JobSatisfaction,-0.51,Reduces Risk,743,3,0,0,0.05954997164383132,147128.92,High
Travels Frequently,-0.49,Reduces Risk,743,4,0,0,0.05954997164383132,147128.92,High
Life Sciences,-0.373,Reduces Risk,743,5,0,0,0.05954997164383132,147128.92,High
Overtime,1.744,Increases Risk,497,1,0,0,0.009962111009787972,34990.32,Medium
EstimatedMonthlySalary,0.566,Increases Risk,497,2,0,0,0.009962111009787972,34990.32,Medium
YearsInCurrentRole,0.375,Increases Risk,497,3,0,0,0.009962111009787972,34990.32,Medium
YearsWithCurrManager,0.372,Increases Risk,497,4,0,0,0.009962111009787972,34990.32,Medium
Travels Rarely,0.35,Increases Risk,497,5,0,0,0.009962111009787972,34990.32,Medium
TotalWorkingYears,-0.924,Reduces Risk,497,1,0,0,0.009962111009787972,34990.32,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,497,2,0,0,0.009962111009787972,34990.32,Medium
Other Education,-0.519,Reduces Risk,497,3,0,0,0.009962111009787972,34990.32,Medium
WorkLifeBalance,-0.515,Reduces Risk,497,4,0,0,0.009962111009787972,34990.32,Medium
JobSatisfaction,-0.51,Reduces Risk,497,5,0,0,0.009962111009787972,34990.32,Medium
Laboratory Technician,1.794,Increases Risk,236,1,1,0,0.099300630097655,48385.23,Medium
NumCompaniesWorked,0.903,Increases Risk,236,2,1,0,0.099300630097655,48385.23,Medium
JobSatisfaction,0.676,Increases Risk,236,3,1,0,0.099300630097655,48385.23,Medium
EnvironmentSatisfaction,0.55,Increases Risk,236,4,1,0,0.099300630097655,48385.23,Medium
Travels Rarely,0.35,Increases Risk,236,5,1,0,0.099300630097655,48385.23,Medium
WorkLifeBalance,-0.515,Reduces Risk,236,1,1,0,0.099300630097655,48385.23,Medium
YearsInCurrentRole,-0.513,Reduces Risk,236,2,1,0,0.099300630097655,48385.23,Medium
Travels Frequently,-0.49,Reduces Risk,236,3,1,0,0.099300630097655,48385.23,Medium
Single,-0.475,Reduces Risk,236,4,1,0,0.099300630097655,48385.23,Medium
YearsWithCurrManager,-0.416,Reduces Risk,236,5,1,0,0.099300630097655,48385.23,Medium
Human Resources,1.787,Increases Risk,923,1,0,0,0.02846316869914543,23003.93,Low
Travels Frequently,1.326,Increases Risk,923,2,0,0,0.02846316869914543,23003.93,Low
YearsAtCompany,0.379,Increases Risk,923,3,0,0,0.02846316869914543,23003.93,Low
JobInvolvement,0.343,Increases Risk,923,4,0,0,0.02846316869914543,23003.93,Low
NumCompaniesWorked,0.291,Increases Risk,923,5,0,0,0.02846316869914543,23003.93,Low
YearsInCurrentRole,-0.868,Reduces Risk,923,1,0,0,0.02846316869914543,23003.93,Low
Travels Rarely,-0.622,Reduces Risk,923,2,0,0,0.02846316869914543,23003.93,Low
YearsWithCurrManager,-0.547,Reduces Risk,923,3,0,0,0.02846316869914543,23003.93,Low
WorkLifeBalance,-0.515,Reduces Risk,923,4,0,0,0.02846316869914543,23003.93,Low
Single,-0.475,Reduces Risk,923,5,0,0,0.02846316869914543,23003.93,Low
Single,0.883,Increases Risk,573,1,1,1,0.6737617738259872,645921.94,High
NumCompaniesWorked,0.699,Increases Risk,573,2,1,1,0.6737617738259872,645921.94,High
Sales Executive,0.696,Increases Risk,573,3,1,1,0.6737617738259872,645921.94,High
JobSatisfaction,0.676,Increases Risk,573,4,1,1,0.6737617738259872,645921.94,High
Technical Degree,0.428,Increases Risk,573,5,1,1,0.6737617738259872,645921.94,High
EnvironmentSatisfaction,-0.588,Reduces Risk,573,1,1,1,0.6737617738259872,645921.94,High
Travels Frequently,-0.49,Reduces Risk,573,2,1,1,0.6737617738259872,645921.94,High
Overtime,-0.409,Reduces Risk,573,3,1,1,0.6737617738259872,645921.94,High
YearsAtCompany,-0.28,Reduces Risk,573,4,1,1,0.6737617738259872,645921.94,High
Laboratory Technician,-0.268,Reduces Risk,573,5,1,1,0.6737617738259872,645921.94,High
YearsAtCompany,2.026,Increases Risk,922,1,0,0,0.007091266745171292,24494.65,Low
YearsSinceLastPromotion,1.937,Increases Risk,922,2,0,0,0.007091266745171292,24494.65,Low
JobSatisfaction,0.676,Increases Risk,922,3,0,0,0.007091266745171292,24494.65,Low
EstimatedMonthlySalary,0.553,Increases Risk,922,4,0,0,0.007091266745171292,24494.65,Low
Travels Rarely,0.35,Increases Risk,922,5,0,0,0.007091266745171292,24494.65,Low
YearsWithCurrManager,-1.204,Reduces Risk,922,1,0,0,0.007091266745171292,24494.65,Low
TotalWorkingYears,-0.924,Reduces Risk,922,2,0,0,0.007091266745171292,24494.65,Low
YearsInCurrentRole,-0.868,Reduces Risk,922,3,0,0,0.007091266745171292,24494.65,Low
JobInvolvement,-0.61,Reduces Risk,922,4,0,0,0.007091266745171292,24494.65,Low
Travels Frequently,-0.49,Reduces Risk,922,5,0,0,0.007091266745171292,24494.65,Low
YearsSinceLastPromotion,0.812,Increases Risk,506,1,0,0,0.008020862306780067,13620.39,Low
Manufacturing Director,0.541,Increases Risk,506,2,0,0,0.008020862306780067,13620.39,Low
YearsAtCompany,0.379,Increases Risk,506,3,0,0,0.008020862306780067,13620.39,Low
Travels Rarely,0.35,Increases Risk,506,4,0,0,0.008020862306780067,13620.39,Low
Married,0.239,Increases Risk,506,5,0,0,0.008020862306780067,13620.39,Low
YearsWithCurrManager,-0.547,Reduces Risk,506,1,0,0,0.008020862306780067,13620.39,Low
Other Education,-0.519,Reduces Risk,506,2,0,0,0.008020862306780067,13620.39,Low
YearsInCurrentRole,-0.513,Reduces Risk,506,3,0,0,0.008020862306780067,13620.39,Low
Travels Frequently,-0.49,Reduces Risk,506,4,0,0,0.008020862306780067,13620.39,Low
Single,-0.475,Reduces Risk,506,5,0,0,0.008020862306780067,13620.39,Low
Overtime,1.744,Increases Risk,1406,1,0,0,0.38030959127301256,303943.43,High
Single,0.883,Increases Risk,1406,2,0,0,0.38030959127301256,303943.43,High
NumCompaniesWorked,0.699,Increases Risk,1406,3,0,0,0.38030959127301256,303943.43,High
JobSatisfaction,0.676,Increases Risk,1406,4,0,0,0.38030959127301256,303943.43,High
Manufacturing Director,0.541,Increases Risk,1406,5,0,0,0.38030959127301256,303943.43,High
