Department,JobRole,AgeGroup,SalaryGroup,EstimatedMonthlySalary,BusinessTravel,OverTime,Attrition,Gender
Research & Development,Manufacturing Director,26-35,High,65490,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,High,63880,Travel Rarely,Yes,No,Male
Research & Development,Manager,26-35,Very High,112440,Travel Rarely,No,No,Male
Research & Development,Manager,46-60,Very High,160320,Travel Frequently,No,No,Female
Research & Development,Research Scientist,26-35,Low,23620,Travel Rarely,No,Yes,Male
Research & Development,Research Director,36-45,Very High,163280,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,36-45,High,83760,Travel Rarely,No,No,Female
Sales,Manager,46-60,Very High,166060,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,26-35,Very High,86060,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,18-25,Low,22720,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,36-45,Low,20180,Travel Rarely,No,Yes,Male
Sales,Sales Executive,26-35,High,70830,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,26-35,Medium,40840,Travel Frequently,No,Yes,Female
Research & Development,Research Director,46-60,Very High,144110,Travel Frequently,Yes,No,Male
Sales,Sales Representative,26-35,Low,23080,Travel Rarely,Yes,No,Male
Research & Development,Laboratory Technician,36-45,Medium,48410,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Medium,42850,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,Very High,97150,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,26-35,Medium,43200,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Low,21320,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,36-45,Very High,101240,Travel Frequently,Yes,No,Male
Sales,Sales Executive,36-45,High,54730,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,High,52070,Travel Rarely,Yes,No,Male
Human Resources,Manager,36-45,Very High,164370,Travel Rarely,Yes,No,Male
Research & Development,Laboratory Technician,18-25,Low,22960,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,36-45,Medium,40690,Non-Travel,Yes,No,Male
Research & Development,Healthcare Representative,36-45,High,74410,Travel Rarely,No,No,Male
Sales,Sales Representative,26-35,Low,24300,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,High,58780,Travel Rarely,No,No,Female
Sales,Sales Representative,36-45,Low,26440,Travel Rarely,Yes,No,Male
Sales,Sales Executive,46-60,High,64390,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,Low,24510,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,63920,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Very High,97140,Travel Rarely,No,Yes,Male
Human Resources,Human Resources,36-45,High,60770,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,24500,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Very High,92500,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,20740,Travel Rarely,Yes,Yes,Female
Research & Development,Manufacturing Director,46-60,Very High,101690,Travel Rarely,No,Yes,Female
Research & Development,Manufacturing Director,36-45,Medium,48550,Travel Rarely,No,Yes,Male
Research & Development,Research Scientist,26-35,Medium,40870,Non-Travel,No,No,Male
Research & Development,Research Scientist,46-60,Low,23670,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,Medium,29720,Travel Rarely,No,No,Male
Sales,Manager,46-60,Very High,195860,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,High,54840,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,20610,Travel Rarely,No,No,Female
Sales,Sales Executive,36-45,Very High,99240,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,Medium,41980,Travel Rarely,No,No,Female
Sales,Sales Executive,36-45,High,68150,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,26-35,Medium,47230,Travel Rarely,Yes,No,Male
Research & Development,Healthcare Representative,26-35,High,61420,Travel Rarely,Yes,No,Female
Sales,Sales Executive,36-45,High,82370,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,Very High,88530,Travel Frequently,No,No,Male
Sales,Manager,46-60,Very High,193310,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,18-25,Low,20730,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,36-45,High,55620,Travel Frequently,Yes,No,Male
Research & Development,Manager,36-45,Very High,196130,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,34070,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,High,50630,Travel Frequently,No,No,Male
Sales,Sales Executive,36-45,Medium,46390,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,36-45,Medium,48760,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,26900,Travel Rarely,No,No,Male
Sales,Manager,46-60,Very High,175670,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,24080,Travel Rarely,Yes,Yes,Male
Research & Development,Research Scientist,18-25,Low,28140,Non-Travel,Yes,No,Female
Research & Development,Healthcare Representative,46-60,Very High,112450,Travel Frequently,Yes,No,Male
Research & Development,Research Scientist,26-35,Medium,33120,Travel Rarely,No,No,Female
Research & Development,Research Director,36-45,Very High,190490,Travel Rarely,Yes,No,Female
Research & Development,Research Scientist,26-35,Low,21410,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,36-45,High,57690,Travel Rarely,Yes,No,Female
Sales,Sales Executive,36-45,Medium,43850,Non-Travel,No,No,Male
Sales,Sales Executive,26-35,High,53320,Travel Frequently,No,No,Male
Research & Development,Manufacturing Director,36-45,Medium,46630,Travel Rarely,Yes,No,Female
Research & Development,Manufacturing Director,26-35,Medium,47240,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,46-60,Medium,32110,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,36-45,High,53770,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,40660,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,High,52080,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,26-35,Medium,48770,Travel Rarely,No,No,Female
Research & Development,Research Scientist,18-25,Medium,31170,Travel Rarely,No,No,Male
Sales,Sales Representative,18-25,Low,15690,Travel Frequently,Yes,Yes,Female
Human Resources,Manager,46-60,Very High,196580,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,36-45,Medium,30690,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,36-45,Very High,104350,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,26-35,Medium,41480,Non-Travel,No,No,Female
Research & Development,Manufacturing Director,36-45,High,57680,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,36-45,High,50420,Travel Frequently,No,No,Female
Research & Development,Manufacturing Director,36-45,High,57700,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,36-45,High,77560,Travel Rarely,Yes,No,Female
Sales,Sales Executive,26-35,Very High,103060,Travel Rarely,No,Yes,Male
Research & Development,Research Scientist,36-45,Medium,39360,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,36-45,High,79450,Travel Rarely,Yes,No,Female
Human Resources,Human Resources,36-45,High,57430,Travel Frequently,Yes,No,Male
Research & Development,Manager,46-60,Very High,152020,Travel Frequently,No,No,Male
Sales,Sales Executive,26-35,High,54400,Travel Rarely,Yes,Yes,Male
Research & Development,Research Scientist,18-25,Medium,37600,Travel Frequently,Yes,No,Female
Research & Development,Research Scientist,26-35,Medium,35170,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,Low,25800,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,36-45,Low,21660,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,26-35,High,58690,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,36-45,High,80080,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,18-25,High,52060,Travel Frequently,No,No,Male
Research & Development,Manufacturing Director,36-45,High,52950,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,164130,Travel Rarely,No,No,Female
Research & Development,Research Director,46-60,Very High,132690,Travel Rarely,No,No,Female
Sales,Sales Representative,18-25,Low,27830,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,High,54330,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,36-45,Low,20130,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,46-60,Very High,139660,Travel Rarely,Yes,No,Female
Research & Development,Manufacturing Director,36-45,Medium,43740,Non-Travel,No,No,Female
Research & Development,Healthcare Representative,36-45,High,68420,Travel Rarely,No,No,Male
Research & Development,Manager,46-60,Very High,174260,Travel Rarely,No,No,Female
Research & Development,Research Director,36-45,Very High,176030,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Medium,45810,Travel Frequently,Yes,Yes,Male
Research & Development,Research Scientist,36-45,Medium,47350,Travel Frequently,No,No,Male
Sales,Sales Executive,26-35,Medium,41870,Travel Rarely,Yes,No,Male
Sales,Sales Executive,26-35,High,55050,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,High,54700,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,54760,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,46-60,Low,25870,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,36-45,Low,24400,Travel Frequently,No,No,Female
Sales,Manager,46-60,Very High,159720,Travel Rarely,No,No,Female
Research & Development,Manager,46-60,Very High,153790,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,High,70820,Travel Rarely,Yes,No,Male
Sales,Sales Representative,18-25,Low,27280,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,53680,Non-Travel,Yes,No,Female
Research & Development,Healthcare Representative,36-45,High,53470,Travel Rarely,No,No,Male
Human Resources,Human Resources,36-45,Medium,31950,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,18-25,Medium,39890,Travel Rarely,Yes,Yes,Male
Research & Development,Laboratory Technician,36-45,Medium,33060,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,46-60,High,70050,Travel Rarely,No,No,Male
Sales,Sales Representative,46-60,Low,26550,Travel Frequently,Yes,Yes,Female
Research & Development,Laboratory Technician,26-35,Low,13930,Travel Rarely,No,Yes,Male
Research & Development,Laboratory Technician,26-35,Low,25700,Non-Travel,No,No,Male
Research & Development,Research Scientist,46-60,Medium,35370,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,39860,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,46-60,Very High,108830,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,20280,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,Very High,95250,Travel Frequently,No,No,Male
Research & Development,Research Scientist,26-35,Medium,29290,Travel Rarely,No,No,Female
Sales,Sales Representative,18-25,Low,22750,Travel Rarely,Yes,Yes,Male
Research & Development,Healthcare Representative,36-45,High,78790,Travel Rarely,Yes,No,Female
Research & Development,Research Scientist,26-35,High,49300,Travel Frequently,Yes,No,Male
Sales,Sales Executive,36-45,High,78470,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,18-25,Medium,44010,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,Very High,92410,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,29740,Travel Rarely,No,No,Female
Sales,Sales Representative,36-45,Medium,45020,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,36-45,Very High,107480,Non-Travel,No,No,Male
Human Resources,Human Resources,18-25,Low,15550,Travel Rarely,No,Yes,Male
Sales,Sales Executive,46-60,Very High,129360,Travel Frequently,No,Yes,Male
Research & Development,Laboratory Technician,26-35,Low,23050,Travel Rarely,No,No,Male
Research & Development,Research Director,36-45,Very High,167040,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,Medium,34330,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,26-35,Medium,34770,Travel Rarely,No,No,Male
Human Resources,Human Resources,36-45,High,64300,Non-Travel,No,No,Male
Research & Development,Manufacturing Director,36-45,High,65160,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,18-25,Medium,39070,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,46-60,High,55620,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,26-35,High,68830,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,28620,Travel Rarely,No,No,Male
Sales,Sales Executive,46-60,High,49780,Non-Travel,No,No,Male
Sales,Sales Executive,46-60,Very High,103680,Travel Rarely,Yes,No,Male
Sales,Sales Executive,36-45,High,61340,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,26-35,High,67350,Travel Rarely,No,Yes,Male
Research & Development,Laboratory Technician,18-25,Medium,32950,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,26-35,High,52380,Travel Frequently,No,No,Female
Research & Development,Laboratory Technician,36-45,High,64720,Non-Travel,Yes,No,Male
Sales,Sales Executive,26-35,Very High,96100,Travel Rarely,No,No,Male
Sales,Manager,36-45,Very High,198330,Travel Rarely,No,No,Male
Human Resources,Human Resources,36-45,Very High,97560,Travel Rarely,No,No,Female
Research & Development,Research Scientist,26-35,High,49680,Travel Frequently,No,No,Female
Human Resources,Human Resources,18-25,Low,21450,Travel Frequently,No,No,Male
Human Resources,Human Resources,26-35,Low,21800,Travel Frequently,No,Yes,Female
Sales,Sales Executive,26-35,High,83460,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Medium,34450,Travel Rarely,No,No,Female
Sales,Sales Representative,26-35,Low,27600,Travel Rarely,No,Yes,Female
Research & Development,Healthcare Representative,26-35,High,62940,Travel Frequently,Yes,No,Male
Sales,Sales Executive,26-35,High,71400,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Medium,29320,Travel Rarely,Yes,No,Male
Sales,Sales Executive,26-35,High,51470,Non-Travel,No,No,Female
Sales,Sales Executive,46-60,Medium,45070,Travel Rarely,No,No,Female
Sales,Sales Executive,26-35,Very High,85640,Travel Rarely,Yes,Yes,Female
Research & Development,Laboratory Technician,36-45,Low,24680,Travel Frequently,No,No,Female
Sales,Sales Executive,26-35,High,81610,Travel Rarely,No,Yes,Male
Research & Development,Research Scientist,26-35,Low,21090,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,26-35,High,52940,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,27180,Non-Travel,No,No,Male
Research & Development,Healthcare Representative,36-45,High,58110,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,36-45,Low,24370,Travel Frequently,Yes,Yes,Male
Research & Development,Laboratory Technician,36-45,Low,27660,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,190380,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Medium,30550,Non-Travel,No,No,Male
Research & Development,Laboratory Technician,36-45,Low,22890,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Medium,40010,Non-Travel,Yes,No,Male
Research & Development,Manufacturing Director,46-60,Very High,129650,Non-Travel,Yes,No,Female
Human Resources,Human Resources,36-45,Medium,35390,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,60290,Travel Rarely,No,No,Female
Sales,Sales Representative,18-25,Low,26790,Travel Rarely,No,Yes,Male
Research & Development,Laboratory Technician,36-45,Medium,37020,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,18-25,Low,23980,Travel Rarely,Yes,Yes,Female
Sales,Sales Executive,26-35,High,54680,Travel Rarely,No,No,Female
Research & Development,Manager,46-60,Very High,131160,Travel Rarely,No,No,Female
Sales,Sales Executive,36-45,Medium,41890,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,193280,Travel Rarely,Yes,No,Male
Research & Development,Healthcare Representative,36-45,High,83210,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,36-45,Low,23420,Travel Frequently,Yes,Yes,Male
Human Resources,Human Resources,36-45,Medium,40710,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,58130,Travel Rarely,Yes,Yes,Male
Research & Development,Research Scientist,26-35,Medium,31430,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,20440,Travel Rarely,No,No,Male
Research & Development,Research Director,36-45,Very High,134640,Travel Rarely,No,No,Male
Sales,Sales Executive,46-60,High,79910,Non-Travel,No,No,Male
Research & Development,Laboratory Technician,36-45,Medium,33770,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,36-45,High,55380,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,26-35,High,57620,Non-Travel,No,No,Male
Human Resources,Human Resources,36-45,Low,25920,Non-Travel,No,No,Male
Research & Development,Laboratory Technician,26-35,High,53460,Travel Frequently,No,Yes,Male
Research & Development,Manufacturing Director,36-45,Medium,42130,Travel Rarely,No,Yes,Male
Sales,Sales Executive,36-45,Medium,41270,Travel Frequently,No,No,Male
Research & Development,Research Scientist,36-45,Low,24380,Non-Travel,No,No,Male
Research & Development,Healthcare Representative,36-45,High,68700,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,Very High,104470,Travel Rarely,Yes,No,Female
Research & Development,Manufacturing Director,26-35,Very High,96670,Travel Rarely,No,No,Female
Human Resources,Human Resources,26-35,Low,21480,Travel Rarely,Yes,Yes,Female
Research & Development,Healthcare Representative,46-60,Very High,89260,Travel Rarely,No,Yes,Female
Research & Development,Healthcare Representative,36-45,High,65130,Travel Rarely,No,No,Female
Sales,Sales Executive,26-35,High,67990,Travel Rarely,No,No,Male
Sales,Manager,46-60,Very High,162910,Non-Travel,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,27050,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,46-60,Very High,103330,Travel Rarely,Yes,No,Female
Research & Development,Healthcare Representative,36-45,Medium,44480,Travel Rarely,No,No,Female
Research & Development,Research Scientist,46-60,High,68540,Travel Rarely,No,No,Female
Sales,Sales Executive,26-35,Very High,96370,Travel Frequently,No,No,Female
Research & Development,Research Scientist,26-35,Medium,35910,Travel Rarely,No,No,Female
Sales,Sales Representative,36-45,High,54050,Travel Rarely,Yes,No,Female
Sales,Sales Executive,26-35,Medium,46840,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,157870,Travel Frequently,Yes,No,Male
Research & Development,Research Scientist,18-25,Low,15140,Non-Travel,No,No,Female
Human Resources,Human Resources,26-35,Medium,29560,Travel Rarely,No,Yes,Male
Human Resources,Human Resources,26-35,Low,23350,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,36-45,High,51540,Non-Travel,No,No,Female
Research & Development,Research Scientist,36-45,High,69620,Travel Rarely,Yes,No,Female
Sales,Sales Executive,36-45,High,56750,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,23790,Travel Frequently,Yes,No,Female
Research & Development,Laboratory Technician,26-35,Medium,38120,Travel Frequently,No,No,Male
Sales,Sales Executive,26-35,Medium,46480,Travel Frequently,No,No,Male
Research & Development,Research Scientist,36-45,Medium,29360,Non-Travel,No,No,Male
Research & Development,Laboratory Technician,46-60,Low,21050,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,46-60,Very High,85780,Travel Rarely,No,No,Male
Human Resources,Human Resources,26-35,Low,27060,Non-Travel,No,No,Male
Research & Development,Healthcare Representative,26-35,High,63840,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,36-45,Medium,39680,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Very High,99070,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,46-60,Very High,132250,Travel Rarely,No,No,Female
Sales,Sales Representative,26-35,Medium,35400,Travel Rarely,No,No,Female
Human Resources,Human Resources,26-35,Low,28040,Travel Rarely,No,No,Male
Research & Development,Manager,36-45,Very High,193920,Travel Rarely,No,No,Female
Research & Development,Research Director,46-60,Very High,196650,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,24390,Travel Frequently,Yes,Yes,Male
Sales,Sales Executive,46-60,High,73140,Travel Rarely,No,Yes,Female
Research & Development,Research Scientist,26-35,Medium,47740,Travel Frequently,No,No,Female
Research & Development,Research Scientist,36-45,Medium,39020,Travel Rarely,No,No,Male
Research & Development,Research Scientist,46-60,Low,26620,Travel Rarely,No,No,Male
Sales,Sales Representative,26-35,Low,28560,Travel Rarely,No,No,Female
Sales,Sales Representative,26-35,Low,10810,Travel Rarely,No,Yes,Male
Research & Development,Research Scientist,18-25,Low,24720,Travel Rarely,Yes,Yes,Male
Sales,Sales Executive,36-45,High,56730,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,26-35,Medium,41970,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Very High,97130,Travel Rarely,Yes,No,Male
Research & Development,Laboratory Technician,26-35,Low,20620,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Medium,42840,Travel Rarely,Yes,No,Male
Research & Development,Manufacturing Director,26-35,Medium,47880,Travel Rarely,Yes,No,Female
Research & Development,Manufacturing Director,36-45,High,59060,Travel Rarely,No,No,Female
Human Resources,Human Resources,36-45,Medium,38860,Travel Frequently,No,No,Male
Research & Development,Manager,36-45,Very High,168230,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Medium,29330,Travel Rarely,Yes,No,Female
Sales,Sales Executive,26-35,High,65000,Travel Rarely,No,No,Female
Research & Development,Manager,46-60,Very High,171740,Travel Frequently,No,No,Female
Research & Development,Healthcare Representative,36-45,High,50330,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,23070,Non-Travel,Yes,Yes,Male
Research & Development,Laboratory Technician,46-60,Low,25870,Travel Rarely,No,Yes,Male
Sales,Sales Executive,36-45,High,55070,Travel Rarely,No,No,Male
Sales,Sales Executive,36-45,Medium,43930,Travel Rarely,No,No,Female
Research & Development,Research Director,36-45,Very High,133480,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,65830,Travel Rarely,Yes,No,Female
Sales,Sales Executive,26-35,High,81030,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,26-35,Medium,39780,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,26-35,Low,25440,Travel Frequently,No,No,Male
Research & Development,Healthcare Representative,36-45,High,53990,Travel Frequently,No,No,Male
Sales,Sales Executive,26-35,High,54870,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,68340,Travel Frequently,Yes,No,Male
Sales,Sales Representative,26-35,Low,10910,Travel Frequently,No,Yes,Male
Sales,Sales Executive,36-45,High,57360,Non-Travel,No,No,Female
Research & Development,Research Scientist,26-35,Low,22260,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,High,57470,Travel Frequently,Yes,No,Male
Sales,Sales Executive,26-35,Very High,98540,Travel Rarely,Yes,Yes,Female
Research & Development,Research Scientist,46-60,High,54670,Non-Travel,No,No,Male
Sales,Sales Executive,46-60,High,53800,Travel Rarely,No,No,Female
Research & Development,Manufacturing Director,36-45,High,51510,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Low,21330,Travel Frequently,Yes,No,Female
Sales,Manager,46-60,Very High,178750,Travel Rarely,Yes,No,Female
Research & Development,Research Scientist,26-35,Low,24320,Travel Frequently,Yes,Yes,Female
Research & Development,Research Scientist,36-45,Medium,47710,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,191610,Travel Frequently,No,No,Male
Sales,Sales Executive,36-45,High,50870,Travel Rarely,Yes,No,Male
Human Resources,Human Resources,26-35,Low,28630,Travel Frequently,No,Yes,Female
Sales,Sales Executive,26-35,High,55610,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,Low,21440,Non-Travel,No,No,Male
Research & Development,Research Scientist,26-35,Medium,30650,Non-Travel,Yes,No,Male
Research & Development,Laboratory Technician,36-45,Low,28100,Non-Travel,No,No,Male
Sales,Sales Executive,26-35,Very High,98880,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,Very High,86280,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,28670,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,High,53730,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,High,66670,Non-Travel,No,No,Female
Research & Development,Research Scientist,26-35,High,50030,Travel Frequently,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,23670,Travel Rarely,No,Yes,Male
Sales,Sales Representative,36-45,Low,28580,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,52040,Travel Rarely,Yes,No,Female
Sales,Sales Executive,26-35,Medium,41050,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,26-35,Very High,96790,Travel Rarely,No,No,Male
Sales,Sales Executive,26-35,High,56170,Travel Frequently,Yes,Yes,Male
Sales,Sales Executive,46-60,Very High,104480,Travel Rarely,Yes,Yes,Male
Research & Development,Research Scientist,46-60,Low,28970,Travel Rarely,No,No,Female
Research & Development,Healthcare Representative,26-35,High,59680,Travel Frequently,No,No,Male
Research & Development,Healthcare Representative,36-45,High,75100,Travel Rarely,No,No,Male
Human Resources,Human Resources,36-45,Medium,29910,Travel Frequently,Yes,No,Male
Human Resources,Manager,46-60,Very High,196360,Travel Rarely,Yes,No,Male
Research & Development,Laboratory Technician,26-35,Low,11290,Travel Rarely,Yes,No,Female
Sales,Sales Executive,36-45,Very High,133410,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Medium,43320,Non-Travel,No,No,Male
Research & Development,Research Director,26-35,Very High,110310,Non-Travel,No,No,Female
Research & Development,Manufacturing Director,46-60,Medium,44400,Travel Rarely,Yes,No,Female
Research & Development,Healthcare Representative,18-25,Medium,46170,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,18-25,Low,26470,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,36-45,High,63230,Travel Frequently,No,No,Female
Sales,Sales Executive,36-45,High,56770,Travel Rarely,No,No,Female
Human Resources,Human Resources,18-25,Low,21870,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,26-35,Medium,37480,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,18-25,Medium,39770,Travel Rarely,Yes,No,Male
Research & Development,Healthcare Representative,46-60,Very High,86330,Travel Rarely,No,No,Male
Research & Development,Laboratory Technician,26-35,Low,20080,Non-Travel,No,No,Male
Sales,Sales Executive,36-45,Medium,44400,Travel Rarely,No,No,Male
Sales,Sales Representative,26-35,Medium,30670,Travel Rarely,No,No,Male
Research & Development,Manufacturing Director,36-45,High,53210,Travel Frequently,No,No,Male
Research & Development,Research Scientist,36-45,High,54100,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,36-45,Low,27820,Travel Rarely,No,No,Male
Research & Development,Research Director,46-60,Very High,119570,Non-Travel,No,No,Female
Research & Development,Laboratory Technician,26-35,Low,26600,Travel Rarely,Yes,No,Male
Research & Development,Research Scientist,18-25,Medium,33750,Travel Rarely,No,No,Male
Research & Development,Research Scientist,26-35,High,50980,Travel Rarely,No,No,Male
Research & Development,Healthcare Representative,26-35,Medium,48780,Travel Rarely,Yes,No,Female
Research & Development,Laboratory Technician,26-35,Low,28370,Travel Rarely,No,No,Female
Research & Development,Laboratory Technician,36-45,Low,24060,Travel Rarely,No,No,Male
Sales,Sales Representative,26-35,Low,22690,Travel Rarely,No,No,Male
Research & Development,Research Scientist,36-45,Medium,41080,Travel Rarely,No,No,Male
Research & Development,Research Director,36-45,Very High,132060,Travel Rarely,No,No,Female
Sales,Sales Executive,26-35,Very High,104220,Travel Rarely,No,No,Female
Research & Development,Research Director,36-45,Very High,137440,Travel Rarely,Yes,No,Female
